Epoch,Learner,Loss,Accuracy
0,0,1.532763957977295,0.4530999958515167
0,1,1.5690863132476807,0.4307999908924103
0,2,1.6262096166610718,0.42719998955726624
0,3,1.6532347202301025,0.43810001015663147
0,4,1.5045068264007568,0.4666999876499176
1,0,1.5191895961761475,0.4650000035762787
1,1,1.5492832660675049,0.4099999964237213
1,2,1.5671615600585938,0.46000000834465027
1,3,1.624091386795044,0.4650000035762787
1,4,1.3804153203964233,0.4950000047683716
2,0,1.5368996858596802,0.4699999988079071
2,1,1.4363826513290405,0.4749999940395355
2,2,1.4659909009933472,0.4699999988079071
2,3,1.3688721656799316,0.5099999904632568
2,4,1.5917351245880127,0.45500001311302185
3,0,1.3880478143692017,0.4749999940395355
3,1,1.510800838470459,0.47999998927116394
3,2,1.522458791732788,0.4099999964237213
3,3,1.6161246299743652,0.41999998688697815
3,4,1.6194589138031006,0.45500001311302185
4,0,1.701433539390564,0.38999998569488525
4,1,1.7106809616088867,0.4099999964237213
4,2,1.6226409673690796,0.4350000023841858
4,3,1.6874951124191284,0.4300000071525574
4,4,1.8981659412384033,0.41499999165534973
5,0,1.4488394260406494,0.49000000953674316
5,1,1.4665509462356567,0.48500001430511475
5,2,1.4339736700057983,0.5049999952316284
5,3,1.5236730575561523,0.4399999976158142
5,4,1.6338363885879517,0.4000000059604645
6,0,1.4764885902404785,0.5
6,1,1.581087589263916,0.4399999976158142
6,2,1.4536182880401611,0.5199999809265137
6,3,1.511135220527649,0.47999998927116394
6,4,1.4731100797653198,0.5350000262260437
7,0,1.6035408973693848,0.45500001311302185
7,1,1.495444655418396,0.4650000035762787
7,2,1.8357784748077393,0.45500001311302185
7,3,1.5649142265319824,0.45500001311302185
7,4,1.7206239700317383,0.4449999928474426
8,0,1.6803765296936035,0.5099999904632568
8,1,1.501678466796875,0.5099999904632568
8,2,1.5206680297851562,0.4749999940395355
8,3,1.548581600189209,0.5149999856948853
8,4,1.5293394327163696,0.5
9,0,1.5289263725280762,0.46000000834465027
9,1,1.4803590774536133,0.5
9,2,1.591385841369629,0.4449999928474426
9,3,1.5392547845840454,0.47999998927116394
9,4,1.7520042657852173,0.4449999928474426
10,0,1.4910283088684082,0.4650000035762787
10,1,1.3190454244613647,0.5450000166893005
10,2,1.456315040588379,0.4950000047683716
10,3,1.5000555515289307,0.49000000953674316
10,4,1.402405858039856,0.5149999856948853
11,0,1.5378836393356323,0.4950000047683716
11,1,1.767532229423523,0.44999998807907104
11,2,1.579380750656128,0.5149999856948853
11,3,1.6112676858901978,0.4749999940395355
11,4,1.6054437160491943,0.48500001430511475
12,0,1.608839988708496,0.48500001430511475
12,1,1.6071735620498657,0.4399999976158142
12,2,1.7015902996063232,0.48500001430511475
12,3,1.6626907587051392,0.47999998927116394
12,4,1.5321588516235352,0.46000000834465027
13,0,1.7532200813293457,0.45500001311302185
13,1,1.6504466533660889,0.48500001430511475
13,2,1.6980093717575073,0.4749999940395355
13,3,1.738917589187622,0.4699999988079071
13,4,1.4883902072906494,0.49000000953674316
14,0,1.7227026224136353,0.44999998807907104
14,1,1.6165794134140015,0.49000000953674316
14,2,1.6029549837112427,0.48500001430511475
14,3,1.8381801843643188,0.4699999988079071
14,4,1.8513983488082886,0.4650000035762787
15,0,1.5259417295455933,0.5149999856948853
15,1,1.5073614120483398,0.5149999856948853
15,2,1.44623601436615,0.5400000214576721
15,3,1.4664371013641357,0.550000011920929
15,4,1.531477928161621,0.5550000071525574
16,0,1.8045754432678223,0.46000000834465027
16,1,1.7111972570419312,0.5
16,2,1.7416850328445435,0.4350000023841858
16,3,1.7137932777404785,0.4749999940395355
16,4,1.6911044120788574,0.46000000834465027
17,0,2.032590866088867,0.44999998807907104
17,1,1.8092199563980103,0.45500001311302185
17,2,1.9420887231826782,0.44999998807907104
17,3,2.0519490242004395,0.39500001072883606
17,4,1.6876989603042603,0.47999998927116394
18,0,1.716219186782837,0.4399999976158142
18,1,1.7008558511734009,0.5299999713897705
18,2,1.561780571937561,0.4950000047683716
18,3,1.7132883071899414,0.5249999761581421
18,4,1.7803640365600586,0.49000000953674316
19,0,1.74037504196167,0.5400000214576721
19,1,1.564021348953247,0.550000011920929
19,2,1.4921085834503174,0.5400000214576721
19,3,1.6742445230484009,0.5249999761581421
19,4,1.6419317722320557,0.5049999952316284
20,0,2.080564498901367,0.42500001192092896
20,1,1.713841199874878,0.4449999928474426
20,2,1.9014346599578857,0.45500001311302185
20,3,1.858359932899475,0.45500001311302185
20,4,1.6705856323242188,0.45500001311302185
21,0,1.7197473049163818,0.4650000035762787
21,1,1.631773829460144,0.5
21,2,1.7805590629577637,0.47999998927116394
21,3,1.5921902656555176,0.4699999988079071
21,4,1.6354033946990967,0.5450000166893005
22,0,1.600447177886963,0.4749999940395355
22,1,1.6118299961090088,0.4699999988079071
22,2,1.6127392053604126,0.5099999904632568
22,3,1.7419363260269165,0.4650000035762787
22,4,1.5101126432418823,0.4699999988079071
23,0,1.9276161193847656,0.5099999904632568
23,1,1.7606024742126465,0.4749999940395355
23,2,1.778908371925354,0.48500001430511475
23,3,1.7953240871429443,0.46000000834465027
23,4,1.8276742696762085,0.48500001430511475
24,0,1.65742826461792,0.4749999940395355
24,1,1.763925313949585,0.4699999988079071
24,2,1.731503963470459,0.4749999940395355
24,3,1.6074824333190918,0.5149999856948853
24,4,1.8386911153793335,0.46000000834465027
25,0,1.887180209159851,0.5099999904632568
25,1,1.9547512531280518,0.5299999713897705
25,2,1.8143582344055176,0.5299999713897705
25,3,2.0213282108306885,0.47999998927116394
25,4,1.8159301280975342,0.5149999856948853
26,0,1.8983203172683716,0.45500001311302185
26,1,2.027313709259033,0.4300000071525574
26,2,2.135282516479492,0.4650000035762787
26,3,1.9151300191879272,0.46000000834465027
26,4,1.991111159324646,0.47999998927116394
27,0,1.9551277160644531,0.4950000047683716
27,1,2.0391547679901123,0.5199999809265137
27,2,1.7875596284866333,0.5249999761581421
27,3,2.0928003787994385,0.5049999952316284
27,4,1.774988055229187,0.5350000262260437
28,0,1.736178994178772,0.45500001311302185
28,1,1.724151611328125,0.49000000953674316
28,2,1.784661889076233,0.5
28,3,1.7120164632797241,0.47999998927116394
28,4,1.7698556184768677,0.45500001311302185
29,0,1.6954418420791626,0.5
29,1,1.5791904926300049,0.5
29,2,1.6303077936172485,0.5249999761581421
29,3,1.5305744409561157,0.5049999952316284
29,4,1.663181185722351,0.5049999952316284
30,0,1.7453150749206543,0.5299999713897705
30,1,1.8730922937393188,0.5350000262260437
30,2,1.7560741901397705,0.48500001430511475
30,3,1.7951552867889404,0.5149999856948853
30,4,1.8092024326324463,0.5149999856948853
31,0,1.828385353088379,0.5
31,1,1.900619626045227,0.4449999928474426
31,2,1.7950979471206665,0.4399999976158142
31,3,1.8173757791519165,0.5
31,4,1.7844648361206055,0.48500001430511475
32,0,1.796441912651062,0.5400000214576721
32,1,1.6324679851531982,0.5049999952316284
32,2,1.5777153968811035,0.5149999856948853
32,3,1.6223825216293335,0.5049999952316284
32,4,1.6648106575012207,0.48500001430511475
33,0,1.9810813665390015,0.47999998927116394
33,1,2.0120127201080322,0.45500001311302185
33,2,1.7938485145568848,0.46000000834465027
33,3,2.163317918777466,0.4350000023841858
33,4,1.8483717441558838,0.4749999940395355
34,0,1.905461072921753,0.4950000047683716
34,1,1.9225651025772095,0.5149999856948853
34,2,1.9562945365905762,0.49000000953674316
34,3,1.9023154973983765,0.47999998927116394
34,4,1.9640655517578125,0.4749999940395355
35,0,1.8789066076278687,0.5049999952316284
35,1,1.8608331680297852,0.44999998807907104
35,2,1.9206995964050293,0.47999998927116394
35,3,1.8971765041351318,0.47999998927116394
35,4,1.931666374206543,0.4650000035762787
36,0,1.7956312894821167,0.5
36,1,1.672510027885437,0.5
36,2,1.6510313749313354,0.5
